Index,text
17,"היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי."
18,"הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה שוטפת אותו."
19,"תחת אור הירח הכסוף, המטייל פרש את מפתו וחיפש את העמק הנסתר שסומן בסמל עתיק."
20,"שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. מבעד לערפל."
21,"באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. מבעד לערפל, המגדלור."
22,"בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. בכל בוקר."
23,"מבעד לערפל, המגדלור זרח בבהירות והדריך מלחים אבודים בבטחה אל הנמל השקט לפני עלות השחר. בכפר השקט, החקלאי נשען."
24,"הצייר ערבב את הצבעים בקפידה, משלב גוונים של כתום, ורוד וזהב כדי ללכוד את חום הזריחה. שביל ההרים היה תלול."
25,"ההריסות העתיקות ניצבו בגאווה על הגבעה, לוחשות סיפורים על אימפריות נשכחות וגיבורים שנמחקו מזמן מהזיכרון. תחת אור הירח הכסוף."
26,"כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה, וחשפה מדפים מלאים בסיפורים נשכחים. למרות הרוח הקפואה, היא הלכה בביטחון."
27,"בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. בכל בוקר."
28,"שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. כשהשעון צלצל חצות."
29,"היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. החתול הסקרן קפץ."
30,"קבוצת ילדים שיחקה ליד המזרקה, צחוקם הדהד בפארק התוסס לאורך כל אחר הצהריים. הוא הקשיב לקול הגשם."
31,"בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה מוקפת בפרחי בר מתנודדים ברוח העדינה. התזמורת החלה לנגן בעוד הקהל."
32,"פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. מבעד לערפל, המגדלור זרח בבהירות."
33,"באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. ההריסות העתיקות ניצבו בגאווה על הגבעה."
34,"כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה, וחשפה מדפים מלאים בסיפורים נשכחים. התזמורת החלה לנגן בעוד הקהל השתתק, ממתין."
35,"בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. למרות הרוח הקפואה, היא הלכה."
36,"החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה. מבעד לערפל, המגדלור זרח בבהירות והדריך מלחים אבודים בבטחה."
37,"באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. למרות הרוח הקפואה, היא הלכה בביטחון."
38,"חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף עמוס בסיפורים שהמתינו לקוראים סקרנים לגלות אותם. באמצע הסערה, הקפטן."
39,"אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף עמוס."
40,"באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. היא פתחה את התיבה המאובקת ומצאה אוסף."
41,"בכל בוקר, האופה מתעורר לפני עלות השחר להכין לחם טרי לכל הכפר ולחוות הסובבות. חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף עמוס בסיפורים שהמתינו."
42,"תחת אור הירח הכסוף, המטייל פרש את מפתו וחיפש את העמק הנסתר שסומן בסמל עתיק. ההריסות העתיקות ניצבו בגאווה על הגבעה ולוחשות סיפורים על אימפריות נשכחות."
43,"למרות הרוח הקפואה, היא הלכה בביטחון על הגשר כשהיא נושאת פנס שהאיר בעדינות בחושך. למרות הרוח הקפואה, היא הלכה בביטחון על הגשר כשהיא נושאת פנס."
44,"למרות הרוח הקפואה, היא הלכה בביטחון על הגשר כשהיא נושאת פנס שהאיר בעדינות בחושך. אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה."
45,"באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור."
46,"אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. מבעד לערפל, המגדלור זרח בבהירות והדריך מלחים אבודים בבטחה."
47,"הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה שוטפת אותו. החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה."
48,"אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים."
49,"הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה שוטפת אותו. בכל בוקר, האופה מתעורר לפני עלות השחר להכין לחם טרי."
50,"פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה."
51,"חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף עמוס בסיפורים שהמתינו לקוראים סקרנים לגלות אותם. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים."
52,"קבוצת ילדים שיחקה ליד המזרקה, צחוקם הדהד בפארק התוסס לאורך כל אחר הצהריים. באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה."
53,"הצייר ערבב את הצבעים בקפידה, משלב גוונים של כתום, ורוד וזהב כדי ללכוד את חום הזריחה. ההריסות העתיקות ניצבו בגאווה על הגבעה, לוחשות סיפורים על אימפריות נשכחות וגיבורים שנמחקו מזמן."
54,"אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה שוטפת אותו."
55,"פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. התזמורת החלה לנגן בעוד הקהל השתתק, ממתין לתו הראשון."
56,"בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הראשונות."
57,"באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה."
58,"הצייר ערבב את הצבעים בקפידה, משלב גוונים של כתום, ורוד וזהב כדי ללכוד את חום הזריחה. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים."
59,"מבעד לערפל, המגדלור זרח בבהירות והדריך מלחים אבודים בבטחה אל הנמל השקט לפני עלות השחר. הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה שוטפת אותו."
60,"חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף עמוס בסיפורים שהמתינו לקוראים סקרנים לגלות אותם. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים."
61,"בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה."
62,"חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף עמוס בסיפורים שהמתינו לקוראים סקרנים לגלות אותם. תחת אור הירח הכסוף, המטייל פרש את מפתו וחיפש את העמק הנסתר שסומן בסמל עתיק. אחרי שנים."
63,"למרות הרוח הקפואה, היא הלכה בביטחון על הגשר כשהיא נושאת פנס שהאיר בעדינות בחושך. בכל בוקר, האופה מתעורר לפני עלות השחר להכין לחם טרי לכל הכפר ולחוות הסובבות. החתול הסקרן."
64,"אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. תחת אור הירח הכסוף, המטייל פרש את מפתו וחיפש את העמק הנסתר שסומן בסמל עתיק. כשהשעון צלצל."
65,"שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף עמוס בסיפורים שהמתינו לקוראים סקרנים לגלות אותם."
66,"הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה שוטפת אותו. שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה."
67,"בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה מוקפת בפרחי בר מתנודדים ברוח העדינה. בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה מוקפת בפרחי בר מתנודדים ברוח העדינה."
68,"מבעד לערפל, המגדלור זרח בבהירות והדריך מלחים אבודים בבטחה אל הנמל השקט לפני עלות השחר. החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה. הצייר ערבב את הצבעים בקפידה, משלב גוונים."
69,"באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה."
70,"כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה, וחשפה מדפים מלאים בסיפורים נשכחים. אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. מבעד לערפל."
71,"קבוצת ילדים שיחקה ליד המזרקה, צחוקם הדהד בפארק התוסס לאורך כל אחר הצהריים. הצייר ערבב את הצבעים בקפידה, משלב גוונים של כתום, ורוד וזהב כדי ללכוד את חום הזריחה. למרות הרוח הקפואה, היא הלכה בביטחון."
72,"החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. תחת אור הירח הכסוף, המטייל פרש."
73,"אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. קבוצת ילדים שיחקה ליד המזרקה, צחוקם הדהד בפארק התוסס לאורך כל אחר הצהריים. ההריסות העתיקות ניצבו בגאווה על הגבעה."
74,"אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. הצייר ערבב את הצבעים בקפידה, משלב גוונים של כתום, ורוד וזהב כדי ללכוד את חום הזריחה. אחרי שנים של מחקר, המדען גילה סוף סוף."
75,"ההריסות העתיקות ניצבו בגאווה על הגבעה, לוחשות סיפורים על אימפריות נשכחות וגיבורים שנמחקו מזמן מהזיכרון. אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. אורות הפסטיבל נצצו מעל הכיכר."
76,"באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה. הצייר ערבב את הצבעים בקפידה, משלב גוונים."
77,"החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה. היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. קבוצת ילדים שיחקה ליד המזרקה."
78,"התזמורת החלה לנגן בעוד הקהל השתתק, ממתין שהתו הראשון ימלא את האולם הגדול בקסם. החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה. כשהשעון צלצל חצות."
79,"היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה. פנקסה היה מלא בסקיצות, כל אחת."
80,"באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. מבעד לערפל, המגדלור זרח בבהירות והדריך מלחים אבודים בבטחה אל הנמל השקט לפני עלות השחר. פנקסה היה מלא בסקיצות, כל אחת."
81,"החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה. ההריסות העתיקות ניצבו בגאווה על הגבעה, לוחשות סיפורים על אימפריות נשכחות וגיבורים שנמחקו מזמן מהזיכרון. התזמורת החלה לנגן בעוד הקהל השתתק, ממתין."
82,"קבוצת ילדים שיחקה ליד המזרקה, צחוקם הדהד בפארק התוסס לאורך כל אחר הצהריים. תחת אור הירח הכסוף, המטייל פרש את מפתו וחיפש את העמק הנסתר שסומן בסמל עתיק. כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה וחשפה."
83,"הוא הקשיב לקול הגשם המכה בחלון וחש תחושה של שלווה ונוסטלגיה שוטפת אותו. בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. הוא הקשיב לקול."
84,"שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. בכל בוקר, האופה מתעורר לפני עלות השחר להכין לחם טרי לכל הכפר ולחוות הסובבות. אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה."
85,"באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. תחת אור הירח הכסוף, המטייל פרש את מפתו וחיפש את העמק הנסתר שסומן בסמל עתיק. חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל."
86,"חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף עמוס בסיפורים שהמתינו לקוראים סקרנים לגלות אותם. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. הצייר ערבב את הצבעים בקפידה, משלב גוונים."
87,"אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. קבוצת ילדים שיחקה ליד המזרקה, צחוקם הדהד בפארק התוסס לאורך כל אחר הצהריים. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות."
88,"החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה. היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור."
89,"התזמורת החלה לנגן בעוד הקהל השתתק, ממתין שהתו הראשון ימלא את האולם הגדול בקסם. חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף עמוס בסיפורים שהמתינו לקוראים סקרנים לגלות אותם. למרות הרוח הקפואה, היא הלכה."
90,"היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. אורות הפסטיבל נצצו מעל הכיכר."
91,"כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה, וחשפה מדפים מלאים בסיפורים נשכחים. חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף עמוס בסיפורים שהמתינו לקוראים סקרנים לגלות אותם. בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה מוקפת בפרחי בר."
92,"החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה. בכל בוקר, האופה מתעורר לפני עלות השחר להכין לחם טרי לכל הכפר ולחוות הסובבות. בכל בוקר, האופה מתעורר לפני עלות השחר להכין לחם טרי לכל הכפר ולחוות הסובבות."
93,"ההריסות העתיקות ניצבו בגאווה על הגבעה, לוחשות סיפורים על אימפריות נשכחות וגיבורים שנמחקו מזמן מהזיכרון. אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. בכל בוקר, האופה מתעורר לפני עלות השחר להכין לחם טרי לכל הכפר."
94,"פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה, וחשפה מדפים מלאים בסיפורים נשכחים. בכל בוקר, האופה מתעורר לפני עלות השחר להכין לחם טרי."
95,"פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. התזמורת החלה לנגן בעוד הקהל השתתק, ממתין שהתו הראשון ימלא את האולם הגדול בקסם. מבעד לערפל, המגדלור זרח בבהירות והדריך מלחים אבודים."
96,"באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. אורות הפסטיבל נצצו מעל הכיכר."
97,"קבוצת ילדים שיחקה ליד המזרקה, צחוקם הדהד בפארק התוסס לאורך כל אחר הצהריים. אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע."
98,"בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. הוא הקשיב לקול הגשם המכה."
99,"באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף עמוס בסיפורים שהמתינו לקוראים סקרנים לגלות אותם. בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה."
100,"התזמורת החלה לנגן בעוד הקהל השתתק, ממתין שהתו הראשון ימלא את האולם הגדול בקסם. ההריסות העתיקות ניצבו בגאווה על הגבעה, לוחשות סיפורים על אימפריות נשכחות וגיבורים שנמחקו מזמן מהזיכרון. בקצה הדרך המאובקת, בקתת עץ קטנה."
101,"היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. תחת אור הירח הכסוף, המטייל פרש את מפתו וחיפש את העמק הנסתר שסומן בסמל עתיק. כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה וחשפה מדפים מלאים בסיפורים נשכחים."
102,"היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. בכל בוקר, האופה מתעורר לפני עלות השחר להכין לחם טרי לכל הכפר ולחוות הסובבות. למרות הרוח הקפואה, היא הלכה בביטחון על הגשר כשהיא נושאת פנס שהאיר בעדינות בחושך."
103,"קבוצת ילדים שיחקה ליד המזרקה, צחוקם הדהד בפארק התוסס לאורך כל אחר הצהריים. אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. בכל בוקר, האופה מתעורר לפני עלות השחר להכין לחם טרי לכל הכפר ולחוות הסובבות. הצייר."
104,"שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה וחשפה מדפים מלאים."
105,"החתול הסקרן קפץ בחן על הגדר הגבוהה ובהה ברחוב השקט למטה. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי."
106,"התזמורת החלה לנגן בעוד הקהל השתתק, ממתין שהתו הראשון ימלא את האולם הגדול בקסם. היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. הצייר ערבב את הצבעים בקפידה, משלב גוונים של כתום, ורוד וזהב כדי ללכוד."
107,"בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה מוקפת בפרחי בר מתנודדים ברוח העדינה. חנות הספרים הישנה הדיפה ריח של נייר והיסטוריה, כל מדף עמוס בסיפורים שהמתינו לקוראים סקרנים לגלות אותם. כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה וחשפה מדפים מלאים."
108,"הצייר ערבב את הצבעים בקפידה, משלב גוונים של כתום, ורוד וזהב כדי ללכוד את חום הזריחה. למרות הרוח הקפואה, היא הלכה בביטחון על הגשר כשהיא נושאת פנס שהאיר בעדינות בחושך. בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה מוקפת בפרחי בר מתנודדים."
109,"תחת אור הירח הכסוף, המטייל פרש את מפתו וחיפש את העמק הנסתר שסומן בסמל עתיק. היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. מבעד לערפל, המגדלור זרח בבהירות והדריך מלחים אבודים בבטחה אל הנמל השקט לפני עלות השחר."
110,"פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים."
111,"היא פתחה את התיבה המאובקת ומצאה אוסף של מכתבים קשורים בסרט, כתובים לפני עשרות שנים בכתב יד אלגנטי. בכפר השקט, החקלאי נשען על האת שלו והתבונן בקרני האור הזהובות הראשונות של הבוקר נוגעות בשדה. אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה."
112,"בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה מוקפת בפרחי בר מתנודדים ברוח העדינה. שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. תחת אור הירח הכסוף, המטייל פרש את מפתו וחיפש את העמק הנסתר שסומן בסמל עתיק. ההריסות העתיקות."
113,"באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. פנקסה היה מלא בסקיצות, כל אחת מספרת סיפור על ארצות רחוקות ואנשים שרק דמיינה עד כה. למרות הרוח הקפואה, היא הלכה בביטחון על הגשר כשהיא נושאת פנס שהאיר בעדינות בחושך."
114,"אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. בקצה הדרך המאובקת, בקתת עץ קטנה ניצבה מוקפת בפרחי בר מתנודדים ברוח העדינה. קבוצת."
115,"באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה. שביל ההרים היה תלול וחלקלק, אך המטיילים המשיכו בנחישות, להוטים להגיע לפסגה לפני השקיעה. כשהשעון צלצל חצות, דלת הספרייה הישנה חרקה ונפתחה וחשפה מדפים מלאים בסיפורים נשכחים. בקצה."
116,"אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. בכל בוקר, האופה מתעורר לפני עלות השחר להכין לחם טרי לכל הכפר ולחוות הסובבות. למרות הרוח הקפואה, היא הלכה בביטחון על הגשר כשהיא נושאת פנס שהאיר בעדינות בחושך. אחרי שנים של מחקר, המדען."
117,"התזמורת החלה לנגן בעוד הקהל השתתק, ממתין שהתו הראשון ימלא את האולם הגדול בקסם. תחת אור הירח הכסוף, המטייל פרש את מפתו וחיפש את העמק הנסתר שסומן בסמל עתיק. באמצע הסערה, הקפטן צעק פקודות בעוד הברק בקע מעל הים הסוער סביב הספינה."
118,"אחרי שנים של מחקר, המדען גילה סוף סוף את הנוסחה החסרה שעלולה לשנות את האנרגיה המתחדשת לנצח. אורות הפסטיבל נצצו מעל הכיכר, שם נגנו מוזיקאים מנגינות סוחפות ורקדנים מילאו את הלילה בשמחה. התזמורת החלה לנגן בעוד הקהל השתתק, ממתין שהתו הראשון ימלא את האולם הגדול בקסם. תחת."
